Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Customer Service Best Practices,1012597431,Cybba > Behavioral Audience > Lifestyle > Customer Service Best Practices Enthusiasts,116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1; 80206191:75106871 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 1,0.4169,Cybba > Purchase Audience > Retail > Streaming Service Subscribers,0.5128,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Ecommerce,1012597421,Cybba > Behavioral Audience > Lifestyle > Ecommerce Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3709,Cybba > Purchase Audience > B2B Consulting,0.367,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > End-To-End Ecommerce,1012597411,Cybba > Behavioral Audience > Lifestyle > End-To-End Ecommerce Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3709,Cybba > Purchase Audience > B2B Consulting,0.367,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Fast-Moving Consumer Goods,1012597401,Cybba > Behavioral Audience > Lifestyle > Fast-Moving Consumer Goods Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 75301361:69593221 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > 1,0.3236,Cybba > Purchase Audience > Retail / Consumer,0.3587,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Group Purchasing Organizations,1012597391,Cybba > Behavioral Audience > Lifestyle > Group Purchasing Organizations Enthusiasts,94043441:85080371 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 0; 75301091:69592731 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 1,0.2966,Cybba > Purchase Audience > B2B Consulting,0.2935,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Guided Selling,1012597381,Cybba > Behavioral Audience > Lifestyle > Guided Selling Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3709,Cybba > Purchase Audience > B2B Consulting,0.367,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Merchandising,1012597371,Cybba > Behavioral Audience > Lifestyle > Merchandising Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3709,Cybba > Purchase Audience > B2B Consulting,0.367,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Online Merchandising,1012597361,Cybba > Behavioral Audience > Lifestyle > Online Merchandising Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3709,Cybba > Purchase Audience > B2B Consulting,0.367,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Online Sales,1012597351,Cybba > Behavioral Audience > Lifestyle > Online Sales Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Product Launch,1012597341,Cybba > Behavioral Audience > Lifestyle > Product Launch Enthusiasts,111305231:4875091 | Cybba > Event Audience > Theatre Show > TTX3 Launch Demo > 1; 94043441:85080381 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,0.2922,Cybba > B2B Audience > Role > Product Managers,0.3077,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Product Planning,1012597331,Cybba > Behavioral Audience > Lifestyle > Product Planning Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 75301181:69592891 | Cybba > BEHAVIORAL AUDIENCE > CONSUMER ELECTRONICS > COMPUTER AND ELECTRONIC PRODUCT MANUFACTURING > 0,0.2949,Cybba > B2B Audience > Role > Product Managers,0.3665,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Promotional Give-A-Ways,1012597321,Cybba > Behavioral Audience > Lifestyle > Promotional Give-A-Ways Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3709,Cybba > Purchase Audience > B2B Consulting,0.367,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Retail Management,1012597311,Cybba > Behavioral Audience > Lifestyle > Retail Management Enthusiasts,75301061:69592671 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 0; 94043441:85080371 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 0,0.3193,Cybba > Purchase Audience > B2B Consulting,0.4717,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Acceleration,1012597301,Cybba > Behavioral Audience > Lifestyle > Sales Acceleration Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Analytics,1012597291,Cybba > Behavioral Audience > Lifestyle > Sales Analytics Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Automation,1012597281,Cybba > Behavioral Audience > Lifestyle > Sales Automation Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Compensation,1012597271,Cybba > Behavioral Audience > Lifestyle > Sales Compensation Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Enablement,1012597261,Cybba > Behavioral Audience > Lifestyle > Sales Enablement Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Forecasting,1012597251,Cybba > Behavioral Audience > Lifestyle > Sales Forecasting Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Management,1012597231,Cybba > Behavioral Audience > Lifestyle > Sales Management Enthusiasts - c73480b5,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.3554,Cybba > Purchase Audience > B2B Consulting,0.3509,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Management Training,1012597221,Cybba > Behavioral Audience > Lifestyle > Sales Management Training Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.3554,Cybba > Purchase Audience > B2B Consulting,0.3509,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Operations,1012597211,Cybba > Behavioral Audience > Lifestyle > Sales Operations Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Outsourcing,1012597201,Cybba > Behavioral Audience > Lifestyle > Sales Outsourcing Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Performance Management,1012597191,Cybba > Behavioral Audience > Lifestyle > Sales Performance Management Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.3554,Cybba > Purchase Audience > B2B Consulting,0.3509,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Pipeline,1012597181,Cybba > Behavioral Audience > Lifestyle > Sales Pipeline Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Process,1012597171,Cybba > Behavioral Audience > Lifestyle > Sales Process Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 80163291:75064261 | Cybba > Behavioral Audience > Process. Physical Distribution. and Logistics Consulting Services > 0,0.3494,Cybba > Purchase Audience > B2B Consulting,0.195,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Productivity,1012597161,Cybba > Behavioral Audience > Lifestyle > Sales Productivity Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Software,1012597151,Cybba > Behavioral Audience > Lifestyle > Sales Software Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 75301071:69592691 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > SOFTWARE PUBLISHERS > 1,0.373,Cybba > Purchase Audience > B2B Consulting > Software Publishers,0.3709,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Strategy,1012597141,Cybba > Behavioral Audience > Lifestyle > Sales Strategy Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Territory Mapping,1012597131,Cybba > Behavioral Audience > Lifestyle > Sales Territory Mapping Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Sales Transformation,1012597121,Cybba > Behavioral Audience > Lifestyle > Sales Transformation Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3715,Cybba > Purchase Audience > B2B Consulting,0.2218,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Social Selling,1012597111,Cybba > Behavioral Audience > Lifestyle > Social Selling Enthusiasts,75301091:69592721 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 0; 80206191:75106871 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 1,0.3795,Cybba > Behavioral Audience > Charity and Social,0.4204,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Sales > Territory Management,1012597101,Cybba > Behavioral Audience > Lifestyle > Territory Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,0.3408,Cybba > Purchase Audience > B2B Consulting,0.5035,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services,1012597091,Cybba > Behavioral Audience > Lifestyle > Business Services Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316321:84980711 | Cybba > Behavioral Audience > Legal Services > Legal Services > 1,0.3805,Cybba > Purchase Audience > B2B Consulting,0.6325,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers,1012597081,Cybba > Behavioral Audience > Lifestyle > Business Service Providers Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.4338,Cybba > B2B Audience > Role > Small Business Owners,0.579,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Accenture,1012597071,Cybba > Behavioral Audience > Lifestyle > Accenture Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3856,Cybba > Purchase Audience > B2B Consulting,0.71,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Aci Worldwide,1012597061,Cybba > Behavioral Audience > Lifestyle > Aci Worldwide Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.4078,Cybba > Purchase Audience > B2B Consulting,0.5119,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Adyen,1012597051,Cybba > Behavioral Audience > Lifestyle > Adyen Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.4063,Cybba > B2B Audience > Employment Industry > Business and Finance,0.5146,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Aecom Technology,1012597041,Cybba > Behavioral Audience > Lifestyle > Aecom Technology Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 76570541:72196971 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 1,0.314,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.4981,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Amplitude,1012597031,Cybba > Behavioral Audience > Lifestyle > Amplitude Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3607,Cybba > Purchase Audience > B2B Consulting,0.5582,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Appfolio,1012597021,Cybba > Behavioral Audience > Lifestyle > Appfolio Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 80205571:75105731 | Cybba > Event Audience > Theatre Show > RENT > 0,0.3421,Cybba > Purchase Audience > B2B Consulting,0.6053,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Atlassian,1012597011,Cybba > Behavioral Audience > Lifestyle > Atlassian Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 80204231:75103281 | Cybba > Event Audience > Theatre Show > COLLABORATION > 1,0.3281,Cybba > Purchase Audience > B2B Consulting,0.5807,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Automatic Data Processing,1012597001,Cybba > Behavioral Audience > Lifestyle > Automatic Data Processing Enthusiasts,75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.4722,"Cybba > Behavioral Audience > B2B Consulting > Data Processing, Hosting, and Related Services",0.5574,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Backupify,1012596991,Cybba > Behavioral Audience > Lifestyle > Backupify Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3687,Cybba > Purchase Audience > B2B Consulting,0.5058,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Bloomerang,1012596981,Cybba > Behavioral Audience > Lifestyle > Bloomerang Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3594,Cybba > Purchase Audience > B2B Consulting,0.6692,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Braze,1012596971,Cybba > Behavioral Audience > Lifestyle > Braze Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3576,Cybba > Purchase Audience > B2B Consulting,0.5534,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Brightedge,1012596961,Cybba > Behavioral Audience > Lifestyle > Brightedge Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3576,Cybba > Purchase Audience > B2B Consulting,0.5534,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Calero,1012596951,Cybba > Behavioral Audience > Lifestyle > Calero Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3461,Cybba > Purchase Audience > B2B Consulting,0.6444,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Cdnetworks,1012596941,Cybba > Behavioral Audience > Lifestyle > Cdnetworks Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3377,Cybba > Purchase Audience > B2B Consulting,0.5226,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Clearbit,1012596931,Cybba > Behavioral Audience > Lifestyle > Clearbit Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3861,Cybba > Purchase Audience > B2B Consulting,0.5295,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Clevertap,1012596921,Cybba > Behavioral Audience > Lifestyle > Clevertap Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3576,Cybba > Purchase Audience > B2B Consulting,0.5534,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Conductor,1012596911,Cybba > Behavioral Audience > Lifestyle > Conductor Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3576,Cybba > Purchase Audience > B2B Consulting,0.5534,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Confluent,1012596901,Cybba > Behavioral Audience > Lifestyle > Confluent Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3861,Cybba > Purchase Audience > B2B Consulting,0.4624,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Corehr,1012596891,Cybba > Behavioral Audience > Lifestyle > Corehr Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3563,Cybba > Purchase Audience > B2B Consulting,0.5515,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Drift,1012596881,Cybba > Behavioral Audience > Lifestyle > Drift Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3576,Cybba > Purchase Audience > B2B Consulting,0.5534,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Ensilo,1012596871,Cybba > Behavioral Audience > Lifestyle > Ensilo Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3547,Cybba > Purchase Audience > B2B Consulting,0.549,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Entelo,1012596861,Cybba > Behavioral Audience > Lifestyle > Entelo Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3801,Cybba > Purchase Audience > B2B Consulting,0.5882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Experian,1012596851,Cybba > Behavioral Audience > Lifestyle > Experian Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3878,Cybba > Purchase Audience > B2B Consulting,0.532,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Extole,1012596841,Cybba > Behavioral Audience > Lifestyle > Extole Enthusiasts,75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3478,Cybba > B2B Audience > Role > Marketing Decision Makers,0.4965,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Freshdesk,1012596831,Cybba > Behavioral Audience > Lifestyle > Freshdesk Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3586,Cybba > Purchase Audience > B2B Consulting,0.5549,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Frost & Sullivan,1012596821,Cybba > Behavioral Audience > Lifestyle > Frost & Sullivan Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.4029,Cybba > Purchase Audience > B2B Consulting,0.6226,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Fti Consulting,1012596811,Cybba > Behavioral Audience > Lifestyle > Fti Consulting Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.4362,Cybba > Behavioral Audience > B2B Consulting,0.706,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Gartner,1012596801,Cybba > Behavioral Audience > Lifestyle > Gartner Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.3654,Cybba > Purchase Audience > B2B Consulting,0.6417,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Genpact,1012596791,Cybba > Behavioral Audience > Lifestyle > Genpact Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.3638,Cybba > Purchase Audience > B2B Consulting,0.6532,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Hg Data,1012596781,Cybba > Behavioral Audience > Lifestyle > Hg Data Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.3877,Cybba > B2B Audience > Role > Small Business Owners,0.4987,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Imprivata,1012596771,Cybba > Behavioral Audience > Lifestyle > Imprivata Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3282,Cybba > Purchase Audience > B2B Consulting,0.6111,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Infosys,1012596751,Cybba > Behavioral Audience > Lifestyle > Infosys Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3729,Cybba > Purchase Audience > B2B Consulting,0.6335,Behavioral Audience > Lifestyle
