New Segment Name,Non Derived Segments utilized,Segment Description,Digital Ad Targeting Price (CPM),Content Marketing Price (CPM),TV Targeting Price (CPM),Cost Per Click,Programmatic % of Media,CPM Cap,Advertiser Direct % of Media
Cybba > Behavioral Audience > Lifestyle > Fleet Cards Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Fleet Maintenance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Fleet Procurement Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Inventory Control Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Loss Prevention Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Operational Efficiency Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Operations Optimization Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Order To Cash Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Smart Operations Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Assortment Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Backupify Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Base Erosion And Profit Shifting Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Vehicle Tracking Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Statistical Analysis Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Account Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Competitive Swot Analysis Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Digital Transformation Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Downsizing Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Erp (Enterprise Resource Planning) Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Risk Assessment Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Enterprise Resource Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Regulatory Compliance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Faster Development Cycles Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Nerc Cip Compliance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Compliance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Compliance & Governance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Workforce Optimization Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Visual Merchandising Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Tactical Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Strategic Sourcing Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Strategic Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Stakeholder Analysis Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Return On Equity Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Return On Assets Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
"Cybba > Behavioral Audience > Lifestyle > Budgeting, Planning & Strategy Enthusiasts",76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Price-To-Earnings Ratio Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Prescriptive Analytics Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Predictive Maintenance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Collaborative Innovation Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Planning And Forecasting Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Inmotion Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Process Outsourcing Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80163291:75064261 | Cybba > Behavioral Audience > Process. Physical Distribution. and Logistics Consulting Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Process Automation Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80163291:75064261 | Cybba > Behavioral Audience > Process. Physical Distribution. and Logistics Consulting Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Blackline Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Rolling Forecasts Enthusiasts,105641871:92998721 | Cybba > Event Audience > Theatre Show > ROLLING THUNDER - Deterministic > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Gartner Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Genpact Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Retail Industry Enthusiasts,76570331:72196541 | Cybba > B2B Audience > Employment Industry > Education > 0; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Entertainment Industry Enthusiasts,79531201:74551741 | Cybba > Behavioral Audience > Arts. Entertainment & Recreation > 1; 76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > C-Suite Enthusiasts,79900841:74869621 | Cybba > B2B Audience > Seniority > C-Suite > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > B2B Audience > Lifestyle > Manufacturing Decision Makers,80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1; 75301391:69593271 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > PHARMACEUTICAL AND MEDICINE MANUFACTURING > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Microsoft Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ibm Enthusiasts,80163281:75064251 | Cybba > Behavioral Audience > Network Security Hardware & Software > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Lab Data Management & Analysis Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Informatica Enthusiasts,75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0; 101959281:91093591 | Cybba > Cybba > Wealth Audience > Household Income No Data Available Deterministic > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Connected Retail Enthusiasts,94043101:85079701 | Cybba > Behavioral Audience > Retail > Consumer Retail Grocery > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Amplitude Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > K2 Blackpearl Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Bloomerang Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Management Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Middle Market Business Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 102122441:91175651 | Cybba > Cybba > Education Audience > Middle School Level Deterministic > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Freshdesk Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Targetprocess Enthusiasts,111602561:4880551 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Blue Jeans Network Enthusiasts,116626071:5039331 | Cybba > Cybba > Behavioral Audience > Tech > Home Network Tuners > 1; 80205131:75104961 | Cybba > Event Audience > Theatre Show > LITTLE GIRL BLUE > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Braze Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Clevertap Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Drift Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Conductor Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Brightedge Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Staff Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Manufacturing Supply Chain Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 94042941:85079381 | Cybba > Behavioral Audience > Outdoor Supplies > Retail Nurseries  Lawn and Garden Supply Stores > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Cgi Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Household Products Enthusiasts,75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1; 75301411:69593301 | Cybba > BEHAVIORAL AUDIENCE > MISCELLANEOUS > E-CIGARETTE AND VAPE PRODUCTS > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Tidemark Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Corehr Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Entertainment Companies Enthusiasts,79531201:74551731 | Cybba > Behavioral Audience > Arts. Entertainment & Recreation > 0; 76570421:72196731 | Cybba > B2B Audience > Employment Industry > Movies > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Accuity Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Oilfield Services Enthusiasts,75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0; 75316321:69600661 | Cybba > Behavioral Audience > Legal Services > Legal Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Engineering/Technical Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Mindjet Enthusiasts,80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Management Enthusiasts - C73480B5,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Performance Management Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Management Training Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Middle Management Office Managers Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 75316371:69600761 | Cybba > Behavioral Audience > Retail / Consumer > Stationery and Office Supplies > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Cloud Security Alliance Enthusiasts,80163281:75064251 | Cybba > Behavioral Audience > Network Security Hardware & Software > 0; 76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > F5 Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ensilo Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Rocketrip Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Transportation & Public Utilities Industry Enthusiasts,75301531:69593531 | Cybba > BEHAVIORAL AUDIENCE > REAL ESTATE > UTILITIES > 0; 76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
